"Season","Name","Team","G","PA","BB%","K%","AVG","OBP","SLG","wOBA","xwOBA","wRC+","WAR","playerid"
"1941","Johnny Sturm","NYY","124","568","6.5%","8.8%",".239",".293",".300",".282","","63","-1.4","1012657"
"1980","Tim Foli","PIT","127","540","3.5%","4.3%",".265",".296",".327",".282","","70","1.4","1004202"
"1897","Bill Hallman","- - -","110","476","6.7%","",".233",".300",".264",".282","","56","-2.0","1005257"
"1974","Ed Brinkman","DET","153","546","5.3%","13.0%",".221",".266",".347",".282","","70","1.7","1001438"
"1990","Garry Templeton","SDP","144","541","4.4%","10.9%",".248",".280",".362",".282","","71","0.6","1012909"
"1967","Cookie Rojas","PHI","147","578","5.2%","10.0%",".259",".297",".330",".282","","81","0.7","1011152"
"1980","Alfredo Griffin","TOR","155","696","3.4%","8.3%",".254",".283",".349",".282","","66","-0.3","1005036"
"1941","Pete Suder","PHA","139","558","3.4%","8.4%",".245",".271",".339",".282","","57","-1.9","1012669"
"1902","Gene DeMontreville","BSN","124","519","2.3%","",".260",".278",".314",".282","","75","0.0","1003198"
"1959","George Strickland","CLE","132","501","10.2%","12.8%",".238",".313",".302",".282","","74","0.7","1012615"
"2012","Alexei Ramirez","CHW","158","621","2.6%","12.4%",".265",".287",".364",".282","","72","2.0","5133"
"1984","Terry Kennedy","SDP","148","570","5.8%","17.4%",".240",".284",".353",".282","","78","0.8","1006850"
"1976","Bucky Dent","CHW","158","627","6.9%","7.2%",".246",".300",".302",".282","","76","0.3","1003212"
"1882","Ezra Sutton","BSN","81","343","7.0%","7.3%",".251",".303",".301",".282","","102","1.3","1012746"
"1990","Scott Fletcher","CHW","151","573","7.9%","11.0%",".242",".304",".312",".282","","73","1.3","1004155"
"1883","Bid McPhee","CIN","96","385","4.7%","",".245",".281",".343",".282","","99","2.6","1008675"
"1883","George Creamer","PIT","91","389","5.1%","",".255",".293",".322",".282","","100","0.5","1002751"
"1981","Bump Wills","TEX","102","454","7.0%","10.8%",".251",".304",".307",".282","","79","0.8","1014049"
"2007","Jose Lopez","SEA","149","561","3.6%","11.4%",".252",".284",".355",".282","","69","-0.6","3114"
"1907","Al Bridwell","BSN","140","586","10.4%","",".218",".309",".242",".282","","77","1.0","1001422"
"1981","Ron LeFlore","CHW","82","369","7.6%","19.0%",".246",".304",".300",".282","","77","0.2","1007478"
"1883","Billy Taylor","PIT","83","378","2.4%","",".260",".278",".350",".282","","100","0.0","1012856"
"1962","Jerry Kindall","CLE","154","588","7.7%","18.2%",".232",".290",".349",".282","","69","1.7","1006921"
"1991","Alvaro Espinoza","NYY","148","509","3.1%","11.2%",".256",".282",".344",".282","","72","1.3","1003828"
"2000","Marquis Grissom","MIL","146","640","6.1%","15.5%",".244",".288",".351",".282","","59","-1.8","652"
"1991","Tim Wallach","MON","151","637","7.8%","15.7%",".225",".292",".334",".282","","76","0.5","1013554"
"1877","Bob Addy","CIN","57","251","2.4%","2.0%",".278",".295",".310",".282","","99","0.2","1000070"
"1909","George Stovall","CLE","145","595","1.0%","",".246",".259",".322",".282","","81","1.0","1012584"
"1976","Rennie Stennett","PIT","157","682","2.8%","4.7%",".257",".277",".341",".282","","73","1.6","1012484"
"1963","Tony Kubek","NYY","135","592","4.7%","11.5%",".257",".294",".343",".282","","79","2.1","1007188"
"1963","Denis Menke","MIL","146","572","6.5%","18.5%",".234",".289",".344",".282","","83","2.6","1008766"
"2011","Mark Ellis","- - -","132","519","4.2%","14.5%",".248",".288",".346",".282","","67","1.0","1443"
"1914","Roger Peckinpaugh","NYY","157","635","8.0%","11.5%",".223",".288",".284",".282","","71","2.5","1010116"
"1883","Pete Hotaling","CLE","100","429","2.8%","7.2%",".259",".280",".345",".282","","94","0.7","1006046"
"1975","Dan Meyer","DET","122","503","5.2%","5.0%",".236",".277",".336",".282","","68","-1.7","1008824"
"2009","Edgar Renteria","SFG","124","510","7.6%","13.5%",".250",".307",".328",".282","","68","-0.1","1178"
"1993","Felix Fermin","CLE","140","514","4.7%","2.7%",".263",".303",".317",".282","","68","-1.8","1003991"
"1883","Jimmy Wolf","LOU","98","394","1.3%","",".262",".272",".360",".282","","101","1.9","1014195"
"2016","Jason Heyward","CHC","142","592","9.1%","15.7%",".230",".306",".325",".282","","72","1.0","4940"
"1959","Jerry Lumpe","- - -","126","504","9.3%","7.7%",".241",".313",".308",".282","","69","-0.6","1007832"
"1966","Maury Wills","LAD","143","643","5.3%","9.3%",".273",".314",".308",".282","","85","2.3","1014053"
"1965","Bill Mazeroski","PIT","130","527","3.4%","6.5%",".271",".294",".346",".282","","78","2.5","1008316"
"1908","Neal Ball","NYH","132","484","4.3%","",".247",".284",".291",".282","","80","0.3","1000497"
"1941","Mike Kreevich","CHW","121","484","7.2%","5.4%",".232",".289",".305",".282","","58","-0.5","1007151"
"2002","Jeff Cirillo","SEA","146","547","5.7%","12.2%",".249",".301",".328",".282","","74","1.0","1073"
"1918","Ray Schalk","CHW","108","387","9.3%","5.7%",".219",".301",".255",".282","","72","0.7","1011517"
"1927","Johnny Butler","BRO","149","577","5.9%","5.7%",".238",".292",".298",".282","","59","-0.6","1001779"
"1890","Will Smalley","CLE","136","567","10.6%","7.8%",".213",".303",".239",".282","","71","0.4","1012080"
"2018","Miguel Rojas","MIA","153","528","4.5%","13.1%",".252",".297",".346",".282","","79","1.0","7802"
"1986","Tim Hulett","CHW","150","552","3.8%","16.5%",".231",".260",".379",".282","","67","1.1","1006174"
"1906","Freddy Parent","BOS","149","653","4.7%","",".235",".277",".297",".282","","79","1.1","1009992"
"1883","Silver Flint","CHI","85","335","0.9%","20.6%",".265",".272",".358",".282","","86","0.5","1004162"
"1999","Rey Ordonez","NYM","154","588","8.3%","10.0%",".258",".319",".317",".282","","62","3.0","889"
"1981","John Wathan","KCR","89","330","5.8%","7.0%",".252",".298",".312",".281","","75","-0.4","1013666"
"1920","Charlie Deal","CHC","129","512","3.9%","2.7%",".240",".285",".304",".281","","68","0.4","1003100"
"1989","Kevin Elster","NYM","151","508","6.7%","15.2%",".231",".283",".360",".281","","81","2.2","1003758"
"1910","Roy Hartzell","SLB","151","615","8.0%","",".218",".290",".271",".281","","80","0.8","1005468"
"1872","Jim Tipper","MID","24","112","0.0%","0.0%",".277",".277",".339",".281","","89","-0.3","1013078"
"1905","Harry Wolverton","BSN","122","505","4.6%","",".225",".276",".300",".281","","75","0.7","1014202"
"1979","Craig Reynolds","HOU","146","616","3.4%","8.0%",".265",".292",".333",".281","","77","2.1","1010867"
"1886","Steve Brady","NYM","124","504","6.9%","",".240",".298",".279",".281","","89","-0.2","1001330"
"1912","George McBride","WAS","152","585","6.5%","",".226",".288",".284",".281","","65","2.0","1008342"
"2018","Victor Martinez","DET","133","508","6.3%","9.6%",".251",".297",".353",".281","","73","-1.7","393"
"1903","Frank Isbell","CHW","138","586","2.0%","",".242",".266",".332",".281","","82","1.1","1006283"
"1995","Darren Lewis","- - -","132","527","6.5%","10.8%",".250",".311",".297",".281","","67","0.9","286"
"1904","Joe Tinker","CHC","141","531","5.5%","",".221",".268",".318",".281","","83","3.6","1013075"
"1966","Dick Groat","PHI","155","640","6.3%","5.9%",".260",".311",".320",".281","","77","2.1","1005075"
"1988","Jeffrey Leonard","- - -","138","569","4.4%","16.2%",".242",".276",".352",".281","","77","-1.2","1007535"
"1874","Jim Devlin","CHI","45","205","1.0%","4.4%",".286",".293",".310",".281","","93","0.1","1003249"
"2011","Alex Gonzalez","ATL","149","593","3.7%","21.2%",".241",".270",".372",".281","","75","0.5","520"
"1965","Paul Schaal","CAL","155","556","11.0%","15.8%",".224",".310",".313",".281","","83","1.4","1011502"
"1875","Jim Holdsworth","NYM","71","325","0.3%","0.9%",".284",".286",".327",".281","","112","0.7","1005945"
"1991","Dickie Thon","PHI","146","570","4.4%","14.7%",".252",".283",".351",".281","","74","0.7","1013033"
"2019","Yolmer Sanchez","CHW","149","555","7.9%","21.1%",".252",".318",".321",".281","","73","0.9","11602"
"1915","Lute Boone","NYY","130","494","8.3%","10.7%",".204",".285",".276",".281","","70","1.2","1001188"
"1966","Tito Fuentes","SFG","133","564","1.6%","10.1%",".261",".276",".360",".281","","76","1.1","1004385"
"1912","Ivy Olson","CLE","125","522","4.0%","",".253",".291",".285",".281","","62","-0.6","1009793"
"1913","George McBride","WAS","150","565","7.6%","8.1%",".214",".286",".285",".281","","69","2.8","1008342"
"2020","Yuli Gurriel","HOU","57","230","5.2%","11.7%",".232",".274",".384",".281","","78","-0.1","19198"
"2013","Ichiro Suzuki","NYY","150","555","4.7%","11.4%",".262",".297",".342",".281","","72","1.1","1101"
"1892","Tom Brown","LOU","153","712","6.6%","13.2%",".227",".284",".285",".281","","80","1.5","1001562"
"2003","Jose Hernandez","- - -","150","571","8.1%","31.0%",".225",".287",".347",".281","","58","-1.5","688"
"1972","Dick Billings","TEX","133","508","5.7%","15.2%",".254",".296",".322",".281","","83","0.6","1000968"
"1873","Joe Start","NYM","53","255","1.6%","0.0%",".267",".278",".335",".281","","90","0.9","1012436"
"1909","George McBride","WAS","156","574","6.3%","",".234",".294",".266",".281","","83","1.7","1008342"
"1932","Ski Melillo","SLB","154","659","5.5%","6.4%",".242",".286",".324",".281","","52","-1.2","1008748"
"2019","Brandon Crawford","SFG","147","560","9.5%","20.9%",".228",".304",".350",".281","","73","0.3","5343"
"1958","Tony Taylor","CHC","140","555","7.2%","16.8%",".235",".299",".314",".281","","66","-0.3","1012892"
"1982","Ivan DeJesus","PHI","161","606","8.9%","11.6%",".239",".309",".313",".281","","72","1.0","1003150"
"1977","Frank White","KCR","152","514","4.9%","13.0%",".245",".284",".342",".281","","68","1.7","1013872"
"1880","Bob Ferguson","TRO","82","356","6.7%","6.7%",".262",".312",".289",".281","","103","1.0","1003985"
"1971","John Bateman","MON","139","526","3.6%","16.5%",".242",".273",".350",".281","","72","0.6","1000653"
"1984","Rafael Ramirez","ATL","145","629","4.1%","11.1%",".266",".295",".327",".281","","68","0.3","1010673"
"1880","Ned Williamson","CHI","75","326","4.6%","8.0%",".251",".285",".328",".281","","104","2.5","1014027"
"1942","Ray Mack","CLE","143","531","7.7%","9.6%",".225",".288",".291",".281","","69","1.0","1007926"
"2011","Yuniesky Betancourt","MIL","152","584","2.7%","10.8%",".252",".271",".381",".281","","72","-0.2","8585"
"1909","Mickey Doolan","PHI","147","556","6.7%","",".219",".276",".290",".281","","75","2.0","1003402"
"1996","Gary DiSarcina","CAL","150","576","3.6%","6.3%",".256",".286",".347",".281","","59","0.5","1003322"
"1886","Jack Manning","BAL","137","609","8.2%","",".223",".291",".286",".281","","88","-0.2","1008065"
"1975","Freddie Patek","KCR","136","541","7.8%","12.0%",".228",".291",".308",".281","","68","1.0","1010052"
"2011","Ichiro Suzuki","SEA","161","721","5.4%","9.6%",".272",".310",".335",".281","","79","0.1","1101"
"1919","Fred Thomas","PHA","124","517","8.3%","10.1%",".212",".283",".294",".281","","61","-1.0","1012975"
"1907","George Stovall","CLE","124","500","3.6%","",".236",".267",".305",".281","","82","0.4","1012584"
"1908","George McBride","WAS","155","578","7.1%","",".232",".292",".274",".281","","89","3.5","1008342"
"1889","Jimmy McAleer","CLE","110","481","6.2%","10.2%",".235",".289",".282",".281","","68","0.3","1008322"
"2015","Erick Aybar","LAA","156","638","3.9%","11.4%",".270",".301",".338",".280","","78","0.9","4082"
"2007","Ray Durham","SFG","138","528","10.0%","14.2%",".218",".295",".343",".280","","62","-1.2","230"
"1917","Everett Scott","BOS","157","589","3.4%","7.8%",".241",".268",".313",".280","","78","2.6","1011679"
"1918","Charlie Deal","CHC","119","459","4.6%","2.8%",".239",".279",".290",".280","","70","0.2","1003100"
"1991","Tony Pena","BOS","141","512","7.2%","10.4%",".231",".291",".321",".280","","66","0.7","1010153"
"1915","George Stovall","KCP","130","528","5.5%","6.8%",".231",".283",".288",".280","","71","-0.2","1012584"
"1903","Tommy Corcoran","CIN","115","473","2.5%","",".246",".267",".329",".280","","61","0.3","1002622"
"1980","Rodney Scott","MON","154","655","10.7%","11.5%",".224",".307",".293",".280","","73","0.4","1011693"
"1905","Tom Jones","SLB","135","561","5.3%","",".242",".290",".282",".280","","87","1.0","1006599"
"1978","Julio Cruz","SEA","147","634","10.9%","10.4%",".235",".319",".269",".280","","70","1.6","1002842"
"1969","Bert Campaneris","OAK","135","592","5.1%","10.5%",".260",".302",".305",".280","","75","2.9","1001868"
"1907","Ed Holly","STL","150","605","6.0%","",".229",".283",".279",".280","","79","1.4","1005967"
"1894","Jiggs Parrott","CHI","124","536","3.0%","6.5%",".248",".274",".333",".280","","41","-2.4","1010023"
"1883","Steve Brady","NYM","97","443","2.5%","",".271",".289",".326",".280","","96","2.4","1001330"
"1872","Fraley Rogers","BSN","45","205","0.5%","2.0%",".275",".278",".333",".280","","89","0.7","1011131"
"1967","Tony Taylor","PHI","132","520","8.1%","14.2%",".238",".308",".312",".280","","79","-0.2","1012892"
"1878","Jack Remsen","CHI","56","241","7.1%","13.7%",".232",".286",".304",".280","","96","0.9","1010827"
"1882","Dan Sullivan","LOU","67","295","3.1%","",".273",".295",".315",".280","","107","1.1","1012687"
"2015","Angel Pagan","SFG","133","551","5.8%","16.9%",".262",".303",".332",".280","","78","-0.2","2918"
"1917","Charlie Deal","CHC","135","497","3.8%","3.6%",".254",".284",".292",".280","","72","0.6","1003100"
"1885","Jim Field","- - -","94","387","6.7%","",".227",".295",".286",".280","","95","1.2","1004028"
"1871","Tom Foley","CHI","18","87","3.4%","2.3%",".262",".287",".321",".280","","83","-0.4","1004199"
"1974","Denny Doyle","CAL","147","548","4.6%","8.9%",".260",".295",".311",".280","","80","2.3","1003460"
"2007","Tony Pena","KCR","152","536","1.9%","14.6%",".267",".284",".356",".280","","63","1.3","2240"
"2013","Starlin Castro","CHC","161","705","4.3%","18.3%",".245",".284",".347",".280","","74","0.0","4579"
"1884","Joe Quinn","STL","103","438","2.1%","",".270",".285",".324",".280","","106","2.4","1010607"
"1881","Jack Glasscock","CLE","85","350","4.3%","2.3%",".257",".289",".313",".280","","95","2.4","1004757"
"1898","Bill Gray","PIT","137","585","4.8%","",".229",".283",".280",".280","","68","-1.2","1005031"
"1968","Larry Brown","CLE","154","553","7.8%","8.3%",".234",".300",".319",".280","","83","1.9","1001536"
"1954","Davey Williams","NYG","142","601","7.2%","5.5%",".222",".284",".316",".280","","57","0.0","1013984"
"1884","John Cassidy","BRO","106","454","4.2%","",".252",".286",".319",".280","","98","-0.1","1002052"
"2014","Domonic Brown","PHI","144","512","6.6%","17.8%",".235",".285",".349",".280","","76","-1.1","3154"
"1963","Bobby Richardson","NYY","151","668","3.7%","3.3%",".265",".294",".330",".280","","78","2.2","1010903"
"1878","Charlie Bennett","MIL","49","194","5.2%","13.4%",".245",".284",".310",".280","","91","0.2","1000836"
"1963","Jim Davenport","SFG","147","509","6.3%","17.1%",".252",".297",".333",".280","","80","0.7","1003017"
"1960","Chico Fernandez","DET","133","497","7.8%","10.1%",".241",".303",".313",".280","","64","0.7","1003994"
"1972","Larry Bowa","PHI","152","633","5.1%","8.1%",".250",".291",".320",".280","","71","1.6","1001243"
"2014","Omar Infante","KCR","135","575","5.7%","11.8%",".252",".295",".337",".280","","74","0.5","1609"
"1886","Chief Roseman","NYM","134","591","4.1%","",".227",".269",".324",".280","","88","0.1","1011207"
"1910","Rollie Zeider","CHW","136","581","10.7%","",".217",".305",".243",".280","","80","1.3","1014428"
"1974","Bob Boone","PHI","146","541","6.5%","5.4%",".242",".295",".322",".280","","67","0.2","1001183"
"1888","Tom Burns","CHI","134","512","5.1%","9.6%",".238",".281",".306",".280","","84","1.7","1001720"
"1890","Jerry Denny","NYG","114","471","5.9%","13.2%",".213",".270",".307",".280","","71","0.4","1003209"
"1871","Bobby Mathews","FTW","19","91","2.2%","0.0%",".270",".286",".326",".280","","82","0.1","1008234"
"2011","Alcides Escobar","KCR","158","598","4.2%","12.2%",".254",".290",".343",".280","","70","1.9","6310"
"1989","Garry Templeton","SDP","142","536","4.3%","14.9%",".255",".286",".354",".279","","77","1.0","1012909"
"1964","Bobby Richardson","NYY","159","728","3.8%","4.9%",".267",".294",".333",".279","","76","0.5","1010903"
"1918","Lena Blackburne","CIN","125","472","5.3%","6.4%",".228",".271",".299",".279","","75","1.2","1001020"
"1880","John Cassidy","TRO","83","364","3.3%","9.3%",".253",".277",".338",".279","","102","0.8","1002052"
"1963","Lee Thomas","LAA","149","594","8.9%","13.8%",".220",".301",".316",".279","","79","0.4","1012986"
"1882","Ned Cuthbert","STL","60","250","6.8%","",".223",".276",".335",".279","","103","0.3","1002912"
"2003","Deivi Cruz","BAL","152","572","2.3%","8.6%",".250",".269",".378",".279","","68","0.7","1025"
"1996","Terry Pendleton","- - -","153","618","6.6%","18.0%",".238",".290",".345",".279","","65","-1.0","1010157"
"1994","Gary DiSarcina","CAL","112","421","4.3%","6.7%",".260",".294",".329",".279","","60","1.0","1003322"
"1942","Pete Coscarart","PIT","133","536","7.1%","10.4%",".228",".288",".287",".279","","67","-0.4","1002649"
"1874","Nat Hicks","PWS","58","271","1.8%","1.5%",".274",".288",".312",".279","","94","0.8","1005781"
"1949","Virgil Stallcup","CIN","141","589","1.5%","7.5%",".254",".268",".336",".279","","55","-0.8","1012393"
